publishedAt,authorDisplayName,textDisplay,likeCount
2022-10-10T08:05:50Z,putri melinda,iya . ntr lama2 jadi goib tuh hp .. kalo tompel aja bs di pindah ... 😅 berarti kameranya jg bs dipindahin ..,0
2022-10-07T07:15:03Z,Daffaadiftya,Review Airpod pro 2 dong bangg,0
2022-10-07T03:09:10Z,dADHIri bin Munir,"keren ni, ini keren banget, iiiiini sih keren, kreatif banget asli",0
2022-10-07T02:40:38Z,Eva Charismanty,Halo kak david kalo dari android ke iphone apa whatsapp bs dibackup?,0
2022-10-07T02:08:07Z,fit,"Semoga saya bisa beli hp buat anak saya 😥,iphone pasti ga kebeli,hp apa aja udh alhamdulillah",0
2022-10-07T01:11:46Z,Bryan Paranoan,Kamera depannya utk Iphone 14 pro max ada gk?,0
2022-10-06T23:42:47Z,Wulan Puspitasari,harganya berapa?,0
2022-10-06T22:49:13Z,Kurniawan Sandi,Ipone emang kiblat nya gejet😅,0
2022-10-06T22:38:17Z,Wrench Set Channel,Harganya juga terlalu bagus,0
2022-10-06T19:01:32Z,Panorama Alkes,Nyebelin  hp poni pas lg maen mlbb terasa dah.,0
2022-10-06T18:19:45Z,Arkana Taqi,Naikan editor ke pelaminan..,0
2022-10-06T12:15:44Z,CT Hidayat,klw kata w sih ini mirip sama game mode nya oppo de yah emang aga hampir mirip dikit ..,0
2022-10-06T12:00:58Z,Anthony F,iPhone 14 worth kalau beli yg pro series nya,0
2022-10-06T10:43:49Z,Muh Rifaldy,Bukan lagi kamera belakang yang di kasi pamer tetapi Layarnya lagi yang jadi sorotan pamernya kekayaan👍👍👍😂🤭🤭,1
2022-10-06T06:53:32Z,nanda karwanto,P,0
2022-10-06T06:17:43Z,Risma Oviantari,Bang rekomendasikan hp bagus bajet 2jutaan,2
2022-10-06T04:40:25Z,Widi Fadhilah,"Di 2 menit awal mon maap bang saya salfok sama &#39;dilan&#39;<br>Ku pikir apaan bang dapid bilang dilan2, wkwkw baru ngeuh maksudnya dynamic island 🤣🤣",0
2022-10-06T04:17:54Z,Zidan Octavian,Hp mu banyak btl pidd,0
2022-10-06T04:02:12Z,warfaction team,Allahumma shalli ‘alaa sayyidinaa muhammad wa’alaa aali sayyidinaa muhammad,0
2022-10-06T02:49:11Z,Ma Alma,Dilan gak tuh🤣🤣🤣,0
2022-10-06T02:44:21Z,Arief Arief,Klo bilang terlalu bagus itu dilihat dari mananya...? Brand lain juga bisa bikin hp bagus sekali klo dijualnya mahal....,0
2022-10-06T00:23:47Z,SUARAKATA,lain waktu bsa deh kekny bang  kasih education ttang brightness layarny buat eye healthy 😬,0
2022-10-05T22:49:24Z,rob roy,baru nyadar/merhatikan bank david lebih keren😁pake brewok👍honto ni🇯🇵,0
2022-10-05T19:38:52Z,Dedet Gume,"Tar keluar 15 pro bilang terbaik lagi, teros aja kaya gitu hehehe",0
2022-10-05T18:43:11Z,그녀를 사랑합니다,"Woww , mungkin next Iphone 15 Dynamic Island dibuat on off aja biar ga mengganggu layar",0
2022-10-05T18:05:04Z,Dika Aditia,Coba riview infinix inbook series dong bang david,0
2022-10-05T16:09:09Z,Faizal Anwar,Bang bagi hpnya dong iphone 😅😢,0
2022-10-05T14:56:30Z,lightning,"<a href=""https://www.youtube.com/watch?v=Lvq01WvB5D0&amp;t=10m16s"">10:16</a> harusnya 4 kali lebih bagus dari sebelum belumnya lho ya<br>thanks like nya 🙏🏼😉😉😋",0
2022-10-05T14:37:08Z,KKNT 16 Blitar,HjjMANTAP,0
2022-10-05T13:45:35Z,Sulthon Indy,Review TWS Bang David,1
2022-10-05T13:05:01Z,Radja Lingga,Saatnya beralih ke apple,0
2022-10-05T12:31:57Z,Akhsan sidieq,Klo diliat2 istrinya bang david mirip kayak saraviloid 😁,1
2022-10-05T09:24:16Z,Rizzy,Budget 10jt bisa dapet ip apa ya buat akhir taun 2022 / awal taun 2023?<br>Pengen beli yang baru tapi harganya masih cukup mahal di iBox 😅,0
2022-10-30T10:33:24Z,marnimarleni djo,iPhone 11 bisa lah,0
2022-10-05T09:12:50Z,Alfiandy Ahmad Yunus,"bang david, coba dong compare s22 ultra sama ip14 pro, lihat yg hasil foto di gsmarena rasanya kurang real kalo dipake buat ukuran di indo secara terik matahari dsb nya beda, sama si ip14 pro bakal jadi daily driver ga? ngegantiin si s22 ultra 😂 jujur saya pake s22 ultra lama kelamaan tangannya pegel sendiri, kegedean 😅",39
2022-10-05T08:30:59Z,Sopian Yasin,yg 13 nya give awayin kali brad wkkwkwk,0
2022-10-05T07:03:51Z,FC S,Tungu iPhone 30 kluar br saya Beli 😂,0
2022-10-05T06:41:32Z,zxc,Ada tompel,0
2022-10-05T06:06:12Z,Premii Me13,"masalah batre gakan dibnerin, mereka bakal ttep maximalnya cm sgtu karena marketing<br>biar org yg beli iphone bisa beli power bank mereka, ganti batre bbrpa taun kemudian, dll",3
2022-10-05T03:28:57Z,Muhammad Adiyono,Cuma bisa ikut senyum2🙂,1
2022-10-05T01:48:27Z,Higio Channel,Harganya sudh bisa beli motor NMax 😂😂😂,1
2022-10-06T22:23:10Z,Tobirama senju Sensei,Biaya rabi,0
2022-10-05T00:48:11Z,Ivan Putra,Kak David..<br>Review Handphone Poco M5 dong.,0
2022-10-04T23:01:13Z,Dre Knalpot,"Review terjujur, walaupun saya masih pake siomi 😆",0
2022-10-04T22:34:34Z,sultan gaib,IPHONE HAPE ELITE BATRE SULIT PINJEM CHASAN SULIT...<br>MENDING ANDROID😛<br>kalau cuma mau elit mending vertu 80jt iphone lewat jamban<br>kalau mau kerren beli rog atau bla bla bla banyak android yg lebih unggul dr iphone<br>semakin kau pakek iphone smakin kau bikin kaya amerika,0
2022-10-04T21:02:28Z,Helm PUBG,sampe skrg ga pernah punya iphone 🥲,0
2022-10-04T19:36:25Z,Ghozi Aulia Hawali,"Hasil foto 13pro max warnanya lebih natural, kalo 14pro max agak sedikit smoked kayak pake filter",4
2022-10-17T21:04:58Z,fan efendi,Iya terlalu putih,0
2022-10-04T17:28:15Z,Hazman Tatbiqu,bener bang speaker ip gaada lawan wkwkk,0
2022-10-04T16:23:20Z,Ramadhan Dodoy,"di android udah ada 3 tahun lalu tapi karena ga di gembar-gembor kan jadi ga heboh, kalo produk apple pasti heboh",0
2022-10-04T15:26:35Z,Gus Udin 🇮🇩,Otw nghayah,0
2022-10-04T14:33:39Z,MIFTAH RIZKIANA,Allahumma solli ala Muhammad waala Ali Muhammad...ya Allah butuh 1 aja...keren banget fungsinya,0
2022-10-04T14:02:56Z,Kopi Murni,"Kamera ip13pm udah keren bgt apalagi yg 14 ini <br>Video pake ip13pm aja 👇<br><a href=""https://youtu.be/6oGPCS-uQhc"">https://youtu.be/6oGPCS-uQhc</a>",0
2022-10-04T13:52:56Z,Ilham Saifullah,Hp apik gk njamin mlebu surgo,1
2022-10-04T12:32:35Z,Han Zoe,Bang review nokia x30 5g dong,0
2022-10-04T12:06:03Z,DyzzGUY,"bang david adalah orang R&amp;D nya tokopedia keknya, hahahaha idenya jenius buat tokopedia develop fitur...",0
2022-10-04T11:06:01Z,Fendy Wijaya,Kak coba hp iphone HDC buat aku kak . Buat kerja hehe,0
2022-10-04T10:41:31Z,Najwa nur hafazah,Bang hp bekas review buat ak bang,0
2022-10-04T10:26:19Z,Averi7S,kameranya juara si ga pernah kalah,0
2022-10-04T08:46:51Z,wewegombel,Dynamic iland biasa aja,0
2022-10-04T08:16:48Z,ristanti Ari,Masih tep stay di ip.11 pro❤,0
2022-10-04T07:41:05Z,Lukmanul Hakim,"di segmen harganya yg sama mlah lbih jauh lbih mahal iphone. membuat sya ga nyesel beli z fold 4.. 😁<br>sya sbgi seorang pengusaha, kyanya lebih terbantu dgn z fold 4. sbgi referensi aja sih.",0
2022-10-04T07:36:33Z,TARZAN GAMING,"Enang nutupin sih itu tompelnya malah nge nganggu cuman bilang nya ngak mempermasalahin , suka suka kau lah melebih lebihkan",0
2022-10-04T07:26:01Z,TARZAN GAMING,"Kalo tompel itu sih lebih ke brand sama popularitas aja kalo ke gunaan bagus cuman seperti di lebih lebihkan ga ada pun juga gpp , kalo pun di apple kasih sayap bakal bakal banyak yang suka karna ya popularitas",0
2022-10-04T07:22:20Z,Byby,Fitur action mode nya bikin ngiler banget 😍,12
2022-10-04T06:59:16Z,Phanter Warrior,"<a href=""https://www.youtube.com/watch?v=Lvq01WvB5D0&amp;t=14m07s"">14:07</a> yah namanya juga netijung bang",0
2022-10-04T06:39:35Z,R.Wienna.P.Chaniago 28,Katanya bang klopakai aplikasi misal ig video dr iPhone 14 gagal bng?? Apa iya?? Katanya malah goyang dan getar apa iya???,0
2022-10-04T06:33:20Z,Hilmi Muhammad,"10jt subs, panjangin brewok",0
2022-10-04T06:20:09Z,DDR TRIP,Kali ini yang tertarik bgt setelah liat Review HP,0
2022-10-04T06:12:18Z,XylonZ10,Buat aku aja bang ipon nya atau ipon xr,0
2022-10-04T05:26:37Z,Ibram Narendra,IPHONE ITU SEKREATIF ITU SIH BRANDING NYA,0
2022-10-04T05:22:35Z,Mboh gak oros,Msih blm bagus sih soalnya video di mlm hari msih ada flare nya😌,0
2022-10-04T04:51:49Z,rian jie,otw 10jt subs,0
2022-10-04T04:44:25Z,Lare Slawi,Semoga bisa kebeli amin,0
2022-10-04T04:14:01Z,Koes Sari,", REVIEW KOMPOR LISTRIK, ,, <br>, PERBEDAAN WATT BESAR DAN KECIL, ,, <br>, MERK, FITUR DAN HARGA,, <br>, KECEPATAN MEMASAK AIR/ 1 LITRE, ,, <br>, KALAU ADA YG DUKUNG, KASIH LIKE, ,,",0
2022-10-04T04:06:54Z,Zuhri official072,Pemikiran appel mmng hebat,2
2022-10-04T03:33:05Z,KingrocK,kenapa ya ketika IPHONE rilis fitur baru ANROID gercep niru juga ?,0
2022-10-04T02:59:11Z,Dani Orlando,"dylan ajah cakep, gimana kalo milea ya...",0
2022-10-04T01:15:58Z,Im Okay,"Bang emang ip 14 gk pakai sim card ya?? Srius nanya, sblum beli nih..",0
2022-10-04T00:59:32Z,Liane Sumitto,"Bang David, tolong buatkan Iphone 14 pro vs Samsung S22 Ultra dong. Thank you",1
2022-10-10T11:34:36Z,COC :Rianita Rencanakan & fokus,jangan mau bang 😅,0
2022-10-04T00:57:46Z,Slamet Niam,Ramah di selera tpi bagi saya tidak ramah di harga...😅😅,1
2022-10-03T22:51:01Z,Heru Setiawan,"Udh rilis ya dmn itu belinya,aku masih pakai iphone 13 promax",0
2022-10-03T21:53:27Z,Adrian Budianto,"Bang David, please review Face id kalo pake sunglass Rayban dong om..<br><br>Aku user iphone 13, salah satu alesan pingin hijrah ke Android ya cuma Face Id yang gak bisa dipake kalo pake kacamata Rayban.. Nyiksa banget kalo dipake lagi liburan ato lagi nyetir 😂",0
2022-10-03T21:04:29Z,piggyback,&quot;SI DILAN&quot; 🤣🤣🤣,0
2022-10-03T20:09:55Z,Nanang Hariyanto,Otw open BO uhuuy,0
2022-10-03T17:57:36Z,kenzie feay,B aja sih,0
2022-10-03T17:52:05Z,Saiful Malfino,"Memang gambarnya jernih bangett, apalagi kalau lihat video ini pakek 13 pro :b",0
2022-10-03T17:25:28Z,maaf kan,"Kalo udah di beli pun dipakenya gitu gitu aja. Satuhal yg mengerikan dari hp flagship promo dan pancinyanya,,, tapi <br>Itu cuma asumsi pribadi aja",0
2022-10-03T17:02:09Z,069 Muhammad Rifqi,iPhone 8 Plus nyimak 😁,0
2022-10-03T16:52:05Z,Esse Mild,"anjir apa itu, memperindah tompel?.  tompel mah tetep tompel aja. gua bakal beli ipon tanpa tompel, itupun beli bekas yah",0
2022-10-03T16:23:19Z,Artmosphere,"sebenernya di dyland ini kan sifatnya software/UI ya, harusnya iphon2 yg lama bisa tuh dapet update dynamic island juga disesuaiin sama tompelnya",1
2022-10-05T12:02:23Z,Billy,"Simpelnya &quot;dyland&quot; ini jatuhnya gimmick karena dia cuma hadir di ip 14 seri pro dan gunanya ningkatin penjualan seri pro mereka, jadinya stok hp yg terjual rata dan nggak pada beli ip14, nggak kaya samsung yg pop up notificationnya ada di sebagian besar lineupnya",1
2022-10-03T15:51:30Z,yusran azmiii,Iyaa terus bagus bagi yg ada uang🤣,0
2022-10-03T15:11:02Z,Caley 10,Mau bnget iphone😭😭,0
2022-10-03T14:43:40Z,Moh Angga,wkwkwkwk....<br>semoga gk kepake vitur itu.....,0
2022-10-03T14:41:57Z,Andy Fong,tukang bakso mana tau 😁😁😁😁,0
2022-10-03T14:22:31Z,IYP CHANNEL,Hp Xiaomi note 6 masih gacor dong :v,1
2022-10-03T13:16:31Z,Nir wan,Begitu begitu aja,0
2022-10-03T12:09:01Z,shinta dewanti,Tompel estetik😂😂😂,0
2022-10-03T12:08:10Z,TECHOYAKI,"gw ampe mikir dilan dilan apaan. ternyata DInamic isLAN 🤣🤣<br>ga cuman apple, reviewernya pun kreatif 👍🏼",0
2022-10-03T12:06:09Z,Ryko Putra,Review yg infinix note 12 vip bang david,0
2022-10-03T11:45:55Z,shedul bass,kapan iso duwe😃,0
2022-10-03T11:18:27Z,Qwenzyie,Google play game yg pertama kali pakai pop up kayak dynamic island itu. Coba deh setiap kalian login atau pencet game yg kalian pengen mainin di saat itu lah terkadang google play game muncul in pop up seperti itu,0
2022-10-03T11:13:13Z,Belajar Tutorial Lala,"BISMILLAHIRRAHMANIRRAHIM SEMOGA BISA BELI IPHONE INI, SEMANGAT KERJA SEMUANYA. SEMOGA REZEKINYA LANCAR BERKAH, DIMUDAHKAN URUSANNYA, DAN DIBERI KESEHATAN AAMIIN.",1
2022-10-03T10:47:18Z,biyadihie adikuasa,tompel estetik..wkwkwkwk😂,0
2022-10-03T10:28:47Z,TETY clasher,Anak sultan bebas beli sana sini😪,1
2022-10-03T10:00:54Z,Rahman Rahman,Bismillah kebeli 🤲🤲,0
2022-10-03T09:44:54Z,Yans,AOD aktif terus takut burning mirip samsung,1
2022-10-03T09:13:15Z,Marsyifa Novia F,tumben bgt pake loveee wkwkw😂😂😂,1
2022-10-03T09:08:24Z,ORANG MISKIN,Kok gk ad suarax,0
2022-10-03T08:00:34Z,Hillary's Kitchen,"Hanya bisa melihat review, sambil berdoa semoga bisa kebeli iPhone 14 pro max 😁",5
2022-10-03T07:50:35Z,Azre Regata,Dylan + siri best,0
2022-10-03T07:24:26Z,Mageran,"Bionic makin mantap, kedepannya inovasi apple lebih ke memanfaatkan chipsetnya. Liat aja si dilan, “daripada mubazir kecepatan chipset, bikin dilan ahhh”",0
2022-10-03T07:24:07Z,Wayahe Hapebaru,bakalan jdi trand bagi² hapehape lain,0
2022-10-03T07:16:34Z,Julia Kandau78,Samsung ZFOLD4 LEBIH CANGGIH,0
2022-10-03T06:59:39Z,aldy,Mantappp,0
2022-10-03T06:42:04Z,TEN_minutes,AKAN ADA HARI DIMANA 3 LENSA IPHONE BERKUMPUL MENJADI 1 (SINGLE CAMERA) DAN KEMBALI MENJADI HP DENGAN 1 KAMERA,0
2022-10-03T06:29:37Z,F3NDY,bagusan 14 pro atau 13 pro max ?,0
2022-10-30T00:51:10Z,varrel reborn,13,0
2022-10-03T05:51:46Z,Mr Ree,Ntar android bakal bersaing dengn fitur milea,0
2022-10-03T05:44:37Z,Muhamad Rizal Fawzi,Di video short luar negeri ada yg bandingin cinematic 4k nya sama kamera $30k <br>Dan menurut saya lebih natural yg iphone,2
2022-11-16T13:50:08Z,FloatTrout,"Mungkin karena proses imagenya Apple lebih warm aja, dan secara psikologis, warna yang warm memang terlihat lebih nyaman dan natural, sementara kamera biasa imagenya belum diproses jadi lebih cold warnanya sesuai sensor yang tajam.",0
2022-10-03T05:35:03Z,Arga Wicaksono,cuman kaum liat saja 😂,0
2022-10-03T05:32:11Z,Nanda Adi,Dasar android tukang nyontek wkwk,0
2022-10-03T05:30:34Z,bhonthenk.189,"Di Ss tompelnya ilang, dimaenin game tompelnya tidak ilang 👍🏼",0
2022-10-03T05:03:32Z,unyillina cilacap,Ini maksudnya gimana ya. Apakah layar iPhone 14 pro bakalan nyala terus meskipun GK di pake.? Apa bisa layarnya di off klo lagi GK di pake. kaya hp pada umunya. Tolong dong jawab yang paham,0
2022-10-03T03:43:04Z,Axl Ross,Bang review hp Huawei mate 50 pro dong.,0
2022-10-03T03:09:56Z,Imanuel Febry,terlalu bagus dengan kekurangannya,0
2022-10-03T03:08:52Z,Haya Hanzo,Eh Sakayume 😬,0
2022-10-03T02:57:43Z,Gilang Ramadhan,Kenapa apple kalo ngeluarin Ip terbaru jaraknya deket2 banget ya? ga sampe setahun perasaan udah keluar lagi ip baru 🤔,1
2022-10-03T02:36:49Z,TYTYD,Saking pro nya...smpe2 promagh aku lihatnya...apalah dayaku user OPPO F7 thun 2018,0
2022-10-03T02:32:57Z,Wan Zoon,Sholawatin ja dulu. Allahumma sholli ala sayyidina muhammad wa ala ali muhammad 🙏🏼🙏🏼🙏🏼😊,1
2022-10-03T02:21:08Z,Ikmal Jasit,Siapa disini yang mau beliin aku 14 promax ?,0
2022-10-03T02:06:02Z,Kanzaki Izumi,Ngeplay lagu sakayume jujutsu 0 dong 🌝,0
2022-10-03T01:54:51Z,"really, again?",Review hasil foto❌<br>Liat moment bucin karyawan✔️,0
2022-10-03T01:33:36Z,Alfredoris Tanoen,Lebih suka AOD android,2
2022-10-03T01:14:42Z,Ilham Novian,"Setuju sih statment &quot;IPhone merubah tompel jadi nilai jual, yg banyak produsen lain justru menutupi&quot; dan Ide nya mahal bgt... Ga mudah jadi developer, yg kreatif kyak gtu...",5
2022-10-03T22:58:17Z,Peler Gedi,Hey dude itu udah di lakuin Android 3 tahun lalu,0
2022-10-03T00:59:43Z,FREE STYLE,tompel yg membagongkan 😂,0
2022-10-03T00:42:34Z,CrowZ,Wallpaper yang di thumbnail namanya apa ya? 😅,1
2022-10-02T22:41:30Z,Tysna John,Fitur d iphone itu di hadapan android mah b aja... 🤣🤣<br><br>De facto... Cuman anda enggan utk mengakui itu.... 🤣,0
2022-10-02T20:06:38Z,Tanta Bramata,Adu dong sama google 7,0
2022-10-02T19:42:04Z,Makui Lakoi,aod (Art of Defense),0
2022-10-02T19:14:40Z,M Ali,"Setelah DI iphone bagus banget, tp lebih menarik apa yg dibuat android apalagi samsung dan pixel",0
2022-10-02T19:12:12Z,M Ali,"Fitur DI yg berguna penting, begonya iphone baterai",1
2022-10-02T19:02:45Z,MHMD Robbie,bagi saya sistem kamera bagus 13 pro max<br>kalau diliat perbedaan siang dan malam<br>video malam keliatan 13 promax lebih jernih..<br><br>daripada beli iphone 14 tapi ga keliatan ..<br>mending 13Pm warna biru mudah<br><br>keliatan warna dan kamera yg menonjol gede..,0
2022-10-02T18:53:44Z,TV TETANGGA,NGGA TAU PUSING MO BELI MOBIL AJA 😥😥😥,0
2022-10-02T18:48:24Z,satyandika k andaruseto,bang itu third party apps kameranya beneran shaking apa engga sih?,0
2022-10-02T17:46:13Z,An Nasrul,"Ya meskipun ini bagus banget hpnya ya .<br>tapi ingat ygy semua harus sesuai kebutuhan ygy,  bukan kemauan ....<br>Apa lagi sampai ada yg jual ginjal lagi ..<br><br>Najis",0
2022-10-02T17:30:17Z,dino,Seperti biasa iklan yg mulus,0
2022-10-02T17:05:01Z,hei hei,"sebelumnya saya punya ponsel yang penempatan fingerprintnya berdekatan dengan kamera sehingga kamera sangat rentan tersentuh. tiap kali saya mau pakai kamera belakang, saya perlu lap kameranya dulu. saya sangat tertarik dengan iphone 14 namun khawatir dengan masalah yang sama. setelah coba iphone 14, apa hp ini ada masalah serupa? penempatan camera di dinamic island yang akan sering disentuh apa tidak menganggu kebersihan/kejernihan kamera?",8
2022-10-06T01:51:05Z,Saeful Ependi,No pic = Hoax,0
2022-10-02T16:56:39Z,Andy Wijaya,"Om mau tanya, pernah belanja di shopee ga ?",0
2022-10-02T16:53:50Z,Rama Kyu,"Mudah2an david bukan trik marketing<br>LEBIH BAGUS, GA ADA TOMPEL DIDEPAN<br>Knp ga bikin inovasi bikin layar tompel di COVER belakang, lebih mewah kan? (Contoh : rog phone)<br>Yakin laku keras",0
2022-10-02T15:53:30Z,Ryan Rich,"sekian lama pake Android, cuma kali ini pengen Apple",1
2022-10-02T15:41:13Z,Aby Ramadhani,"bikin rekomendasi hp dong bang, gak tau dalam rangka apa sebenernya",0
2022-10-02T15:35:05Z,andis ali,Hp murah,0
2022-10-02T15:23:06Z,Januar Malik_Mhd,"klo kita beli iwatch ultra diluar, gk ada perlu daftar2 imei ato apapun kan?",0
2023-02-08T22:47:41Z,Lai Jiaxin & Li Jiahua,"gak ada kak, imei hanya di iPhone, kalau ipad/mac/watch pakai nomor seri beli yg inter/luar negru juga aman gak ada blokir signal kecuali beli ipad yg wifi cell😂",0
2022-10-02T15:21:04Z,Thomas R,Wah dengerin King Gnu juga,0
2022-10-02T15:17:44Z,dikie mustofadijaya,tapi rame juga dengan keluhan nya sama tompel nya ituuu,0
2022-10-02T15:16:45Z,Fikri Indra Hermawan,"Sebagai menengah kebawah, hanya bisa berharap give away:)",0
2022-10-02T16:02:11Z,Eleonora,Jangan ngarep gratisan terus. Kerja,0
2022-10-02T13:58:21Z,badrun syahmy,udh gw duga bakal ada xiomind,0
2022-10-02T13:50:04Z,Andri Sahrial,"btw bagaimana nya iphone 14 pro hdc nya,apakah bisa niru dynamic island nya 🤣🤣",0
2022-10-02T13:48:45Z,Bima Arya,Ganti judul?🤣,0
2022-10-02T13:07:44Z,Makmur Jaya Filter,Ko David ini judul 14 pro Indonesia.... Apakah ini produk dr ibox??? Klu bnr artinya bentar lagi udh di jual.... Udh ngebet mau beli versi resmi Indonesia nya❤❤❤,0
2022-10-02T12:51:36Z,Hand,Terlalu bagus harganya🤣🤣,0
2022-10-02T12:28:56Z,SukaKetawa,ngk aneh klo kompetitor awalnya ngecengin dan pd akhirnya niru 😂,2
2022-10-02T12:21:37Z,Rijk,kaget gilak cinematic modenya 😭😭,0
2022-10-02T12:19:47Z,Yanti Azizah,Ip 14 launching saya mah otewe beli Ip 13 yang harga turun 😅,0
2022-10-02T12:15:33Z,haveagreatday,dynamic island siapanya stone island bang?,0
2022-10-02T10:51:42Z,TONY LEO😊,Setelah bang david riview iPhone 14 dan saya cermati saya jadi tertarik... akhirnya saya beli hp Mito terimakasih bang informasinya 😄,16
2022-12-15T23:38:24Z,Eko agustian Samsuri,Lucu bngt pengen ketawa jadinya,0
2022-10-23T12:56:22Z,EKOPRAY,Garing kau.,0
2022-10-06T12:20:27Z,REVIII,Lebih baik tahu tetapi tidak sama sekali 50 tahun yg akan datang mungkin bisa ad di rongksokan 🤣,0
2022-10-06T09:28:38Z,Danny Yanndy,"Pas, sesuai isi dompet anda.",0
2022-10-02T10:40:42Z,Anhar Nendra,"cepet amat di tiru nya setiap ada perubahan, gw curiga pada designer iphone punya komunitas designeer sama android",0
2022-10-02T10:37:47Z,Hanaffi Abdullah,Kelemahannya cuma harganya yg terlalu mehong,0
2022-10-02T10:33:56Z,Daniel Messak,Gokil dengerin coldrain juga haha,0
2022-10-02T10:11:37Z,himura,Masih nyaman pake Samsung s21,0
2022-10-02T09:52:47Z,Daily Quotes,"Yg kerudungan istrinya bang ikbal kah? Salfok gue, ada tokoh baru yg muncul, udah kayak serial anime😅",0
2022-10-02T09:28:56Z,ADB ZONE,plis xiaomi buat tompel gtu juga donk,0
2022-10-02T09:00:22Z,Nuur muhammad alkhaliq,"Halo bang,aku fans banget sma abang aku mau dong iphone 14 pro untuk belajar soalnya hp aku udah rusak biasa patah&quot;kalo lagi belajar😭",1
2022-10-02T08:47:17Z,michael chang,"Disaat iphone sudah pakai type c, disaat itu juga lebih usable. Ipad imac macbook aja udah 😄",5
2023-02-18T13:08:34Z,Wisnu Pamungkas,"ip15 gosipnya pakai USB C, karena sudah banyak tekanan mengenai &#39;Sampah Elektronik&#39;",0
2022-10-02T08:46:51Z,Dawud Abdulloh,Bismillah,0
2022-10-02T08:34:06Z,Mbah Hardjo,Tompel,0
2022-10-02T08:33:40Z,Mbah Hardjo,Layarnya monoton,0
2022-10-02T08:31:55Z,Bilang Agus,kalau pas gunain map gimna bang tampilan tompelnya terus notif arahnya gimana ?,0
2022-10-02T08:26:08Z,Yansen De La Cuesta,MINOR UPGRADE AS ALWAYS,1
2022-10-02T08:14:22Z,Faizal Ahmad Bukori,Penasaran kalau iPhone pakai punch hole,0
2022-10-02T08:05:57Z,Yanto_aho,kira2 ip 12/13 3thn lgi msh worth it g ya,0
2022-10-02T07:50:11Z,BlinKEY's fnboy,Keren si tapi masih nyaman mke ip 12 pro max sayang aja buat gnti&quot; hp cmn krna gengsi 🤣,0
2022-10-02T07:26:06Z,RemahanRoti,"Udah sampe 14, tetep aja belum kekumpul duit gue. Wkwkwkwk.",0
2022-10-02T07:25:16Z,Faiza ALYA Aziza 3A,"dynamic island  kayak loncatan teknologi aja bahasnya,",0
2022-10-02T07:19:48Z,ngeweng69,Turut berduka cita atas tragedi di stadion Kanjuruhan malang tadi malam<br>Semoga keluarga yg di tinggalkan di berikan ketabahan,0
2022-10-02T06:42:50Z,Ahmad Mulyana,"Siap2 aja brand android kira2 xiaomi, redmi atau poco bakal langsung bikin ga dynamic sprti iphone",0
2022-10-02T06:31:14Z,Stanlee,"dari sisi pandangan teknologi<br><br>1. Dynamic bla bla itu seharusnya bisa cuma via update software... itu bukan new teknologi. begitu juga dengan always on display.<br>2. Fitur sensor kecelakaan nya saya yakin gak akan kepakai, dan tak ada yang mau pakai. masa iya bedoa biar kecelakaan buat test itu fitur.<br>3. Hp sebelah sudah bisa zoom hingga pori2 bulan makin jelas, masa iya kamera ipon masi gitu2 aja fiturnya.. klo soal ketajaman video sy akui masi top 1 lah.<br>4. NFC nya sampe skrg gak guna di indo<br>5. Charging batere 2022 masih di atas sejam? wow<br>6. masi pake lightning cable yang selow itu? wow<br>7. hp sebelah udah reverse charging, lha ini?<br>8. bahkan hp sebelah ada yang kamera nya sudah dalam layar.<br><br>jangan sampai ipon 15 new teknologi nya adalah :<br><br>1. camera beauty, fitur sport, camera sticker, night panorama, foto astro, zoom 10x(aja)<br>2. bisa liat metadata foto/video<br>3. bisa rename foto/video<br>4. cable type C tapi beli terpisah<br>5. bisa multitasking aplikasi<br>6. bisa download film sambil matiin layar<br><br>yg notabene fitur2 itu sudah ada di atas 5-10 tahun lalu kalo di hp sebelah yg sebenarnya bukan new tekno tapi lebih ke update software aja.<br><br>gak sadar kah kena tipu? bisa via update software, lu pada di suruh beli ipon baru wkwkwkwkwk<br><br>apakah segitu nya orang2 kena korban brand? yakin kalian kalo itu ipon merk nya android masih mau beli tu hp yang ngecharge hp aja masih -+ 2 jam an?<br><br>dan terakhir apakah sekelas David Gadgetin masih korban brand juga??",0
2022-10-02T06:23:42Z,Maulidan Tesar Alfajri,Gila sih warna purple ny baru kali ini suka sama warna purple,0
2022-10-02T06:08:27Z,Kanal7 Movies 🇮🇱,Harganya juga bagus banget. 😊,4
2022-10-02T05:36:35Z,yuniardp,"Next, hello dylan",0
2022-10-02T05:04:30Z,Adies Ndot,Bang klo cara non aktifkan iphone gmn bang tolong jelasin bang keren,0
2022-10-02T04:50:57Z,yosua lirendra,"<a href=""https://www.youtube.com/watch?v=Lvq01WvB5D0&amp;t=13m30s"">13:30</a> Ryan D&#39;masiv 🤣<br>Setuju like 👍🏻",1
2022-10-02T04:29:54Z,Tedi Purnawan,"Oya baru nyadar mengingat layar oled dengan aod cuma diredupin seperti itu, apa layarnya gak rawan shadow ya?",1
2022-10-02T04:27:00Z,Gheeo'exXxe,Allahumma sollialamuhammad waalaalihsyadina muhammad,1
2022-10-02T03:46:12Z,BVC,kalo panas tetep ngeframe ga kalo main game berat?,0
2022-10-02T03:37:48Z,Heart Burst,"oke bungkus, karetnya 2 ya banggg 🙂",0
